fault_text1,fault_text2,semantic_similarity
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.51
电机过载停机，故障代码E012，需重启复位,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.88
继电器误动作，无输入信号时触点自行闭合,继电器线圈烧毁，电阻值无穷大,0.93
轴承磨损异响，运转时出现周期性异音,变频器参数紊乱，加速时间被异常修改,0.21
变频器参数紊乱，加速时间被异常修改,变频器散热风扇故障，散热片温度达75℃,0.95
传感器响应延迟，信号滞后2秒,传感器无输出信号，接线端子接触不良,0.8
PLC断电记忆丢失，参数恢复至出厂默认值,PLC输入输出点I0.2损坏，无信号输入,0.66
PLC程序报错，梯形图逻辑错误导致误动作,PLC通讯故障，与变频器的Modbus连接中断,0.44
变频器参数紊乱，加速时间被异常修改,继电器触点烧蚀，接触电阻增大至5Ω,0.14
继电器接触不良，信号传输时断时续,继电器线圈烧毁，电阻值无穷大,0.65
变频器参数紊乱，加速时间被异常修改,变频器频率漂移，设定50Hz实际输出45Hz,0.84
轴承滚珠破损，振动频谱出现冲击峰值,轴承润滑脂干涸，出现干摩擦异响,0.43
传感器无输出信号，接线端子接触不良,传感器响应延迟，信号滞后2秒,0.97
PLC信号丢失，传感器反馈数据无更新,液压缸压力不足，工作压力仅达额定60%,0.01
电机负载达额定120%时出现过热，绕组温度升至105℃,电机负载达额定120%时出现过热，绕组温度升至105℃,0.45
传感器数值漂移，测量值比实际值高10%,轴承温升过高，连续运行2小时后温度达80℃,0.09
传感器无输出信号，接线端子接触不良,变频器频率漂移，设定50Hz实际输出45Hz,0.27
继电器线圈烧毁，电阻值无穷大,电机过载停机，故障代码E012，需重启复位,0.28
变频器过流跳闸，输出电流超额定30%,变频器频率漂移，设定50Hz实际输出45Hz,0.96
继电器线圈烧毁，电阻值无穷大,液压缸动作卡顿，换向时出现滞涩现象,0.07
离心泵流量不足，出口管路堵塞,离心泵叶轮磨损，流量下降至额定70%,0.86
传感器响应延迟，信号滞后2秒,传感器数值漂移，测量值比实际值高10%,0.44
继电器触点烧蚀，接触电阻增大至5Ω,继电器线圈烧毁，电阻值无穷大,0.99
液压缸缓冲装置失效，行程末端冲击过大,继电器吸合不良，线圈电压正常但触点未闭合,0.05
PLC信号丢失，传感器反馈数据无更新,PLC程序报错，梯形图逻辑错误导致误动作,0.54
轴承润滑脂干涸，出现干摩擦异响,轴承间隙过大，径向游隙超0.15mm,0.99
电机过载停机，故障代码E012，需重启复位,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.41
传感器抗干扰差，受电磁干扰出现跳变,传感器响应延迟，信号滞后2秒,0.83
传感器量程超限，显示值固定为最大值,传感器抗干扰差，受电磁干扰出现跳变,0.45
离心泵空转异响，进口阀门未打开导致气蚀,离心泵流量不足，出口管路堵塞,0.59
离心泵密封泄漏，机械密封端面磨损,离心泵轴承发热，温度达75℃,0.9
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸活塞杆变形，伸出时出现偏斜,0.88
继电器接触不良，信号传输时断时续,继电器吸合不良，线圈电压正常但触点未闭合,0.62
PLC通讯故障，与变频器的Modbus连接中断,PLC信号丢失，传感器反馈数据无更新,0.88
传感器量程超限，显示值固定为最大值,传感器数值漂移，测量值比实际值高10%,0.85
液压缸动作卡顿，换向时出现滞涩现象,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.63
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机过载停机，故障代码E012，需重启复位,0.62
变频器过流跳闸，输出电流超额定30%,变频器参数紊乱，加速时间被异常修改,0.5
电机轴承润滑不足导致转速异常，输出转速波动±5%,变频器过压报警，直流母线电压达800V,0.07
液压缸活塞杆变形，伸出时出现偏斜,液压缸缓冲装置失效，行程末端冲击过大,0.96
轴承温升过高，连续运行2小时后温度达80℃,轴承滚珠破损，振动频谱出现冲击峰值,0.48
传感器抗干扰差，受电磁干扰出现跳变,传感器量程超限，显示值固定为最大值,0.41
电机过载停机，故障代码E012，需重启复位,传感器数值漂移，测量值比实际值高10%,0.01
电机过载停机，故障代码E012，需重启复位,继电器线圈烧毁，电阻值无穷大,0.12
液压缸动作卡顿，换向时出现滞涩现象,传感器量程超限，显示值固定为最大值,0.3
变频器散热风扇故障，散热片温度达75℃,变频器散热风扇故障，散热片温度达75℃,0.49
离心泵流量不足，出口管路堵塞,离心泵叶轮磨损，流量下降至额定70%,0.89
液压缸压力不足，工作压力仅达额定60%,液压缸动作卡顿，换向时出现滞涩现象,0.98
离心泵叶轮磨损，流量下降至额定70%,离心泵空转异响，进口阀门未打开导致气蚀,0.86
PLC断电记忆丢失，参数恢复至出厂默认值,PLC程序报错，梯形图逻辑错误导致误动作,0.46
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸动作卡顿，换向时出现滞涩现象,0.8
电机负载达额定120%时出现过热，绕组温度升至105℃,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.94
传感器数值漂移，测量值比实际值高10%,传感器响应延迟，信号滞后2秒,0.42
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.63
PLC程序报错，梯形图逻辑错误导致误动作,PLC程序报错，梯形图逻辑错误导致误动作,0.66
离心泵空转异响，进口阀门未打开导致气蚀,离心泵密封泄漏，机械密封端面磨损,0.48
离心泵密封泄漏，机械密封端面磨损,离心泵叶轮磨损，流量下降至额定70%,0.7
电机负载达额定120%时出现过热，绕组温度升至105℃,变频器过流跳闸，输出电流超额定30%,0.23
液压缸压力不足，工作压力仅达额定60%,液压缸缓冲装置失效，行程末端冲击过大,0.8
继电器接触不良，信号传输时断时续,继电器线圈烧毁，电阻值无穷大,0.96
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.85
传感器数值漂移，测量值比实际值高10%,传感器无输出信号，接线端子接触不良,0.55
轴承间隙过大，径向游隙超0.15mm,轴承润滑脂干涸，出现干摩擦异响,0.58
变频器过流跳闸，输出电流超额定30%,继电器线圈烧毁，电阻值无穷大,0.17
继电器误动作，无输入信号时触点自行闭合,继电器线圈烧毁，电阻值无穷大,0.66
变频器频率漂移，设定50Hz实际输出45Hz,轴承磨损异响，运转时出现周期性异音,0.02
离心泵轴承发热，温度达75℃,离心泵流量不足，出口管路堵塞,0.93
PLC通讯故障，与变频器的Modbus连接中断,PLC通讯故障，与变频器的Modbus连接中断,0.63
变频器参数紊乱，加速时间被异常修改,变频器过流跳闸，输出电流超额定30%,1.0
离心泵空转异响，进口阀门未打开导致气蚀,离心泵叶轮磨损，流量下降至额定70%,0.6
离心泵流量不足，出口管路堵塞,离心泵叶轮磨损，流量下降至额定70%,0.58
继电器接触不良，信号传输时断时续,继电器误动作，无输入信号时触点自行闭合,0.89
液压缸压力不足，工作压力仅达额定60%,PLC输入输出点I0.2损坏，无信号输入,0.04
PLC信号丢失，传感器反馈数据无更新,PLC程序报错，梯形图逻辑错误导致误动作,0.9
电机过载停机，故障代码E012，需重启复位,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.64
电机负载达额定120%时出现过热，绕组温度升至105℃,继电器触点烧蚀，接触电阻增大至5Ω,0.26
变频器过流跳闸，输出电流超额定30%,继电器误动作，无输入信号时触点自行闭合,0.02
液压缸缓冲装置失效，行程末端冲击过大,液压缸动作卡顿，换向时出现滞涩现象,0.92
继电器线圈烧毁，电阻值无穷大,继电器触点烧蚀，接触电阻增大至5Ω,0.63
离心泵流量不足，出口管路堵塞,离心泵密封泄漏，机械密封端面磨损,0.9
PLC输入输出点I0.2损坏，无信号输入,电机连续运行8小时后出现异响，振动值超额定20%,0.12
离心泵密封泄漏，机械密封端面磨损,离心泵轴承发热，温度达75℃,0.49
变频器散热风扇故障，散热片温度达75℃,液压缸动作卡顿，换向时出现滞涩现象,0.11
传感器抗干扰差，受电磁干扰出现跳变,传感器无输出信号，接线端子接触不良,0.81
电机过载停机，故障代码E012，需重启复位,离心泵空转异响，进口阀门未打开导致气蚀,0.16
继电器吸合不良，线圈电压正常但触点未闭合,继电器线圈烧毁，电阻值无穷大,0.97
继电器接触不良，信号传输时断时续,继电器触点烧蚀，接触电阻增大至5Ω,0.65
传感器数值漂移，测量值比实际值高10%,传感器无输出信号，接线端子接触不良,0.65
电机过载停机，故障代码E012，需重启复位,离心泵空转异响，进口阀门未打开导致气蚀,0.22
液压缸缓冲装置失效，行程末端冲击过大,液压缸密封件损坏导致漏油，每小时泄漏5ml,0.87
电机过载停机，故障代码E012，需重启复位,电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,0.56
继电器误动作，无输入信号时触点自行闭合,继电器吸合不良，线圈电压正常但触点未闭合,0.8
变频器散热风扇故障，散热片温度达75℃,变频器频率漂移，设定50Hz实际输出45Hz,0.93
PLC通讯故障，与变频器的Modbus连接中断,PLC信号丢失，传感器反馈数据无更新,0.68
传感器响应延迟，信号滞后2秒,传感器量程超限，显示值固定为最大值,0.66
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机连续运行8小时后出现异响，振动值超额定20%,0.49
传感器抗干扰差，受电磁干扰出现跳变,传感器响应延迟，信号滞后2秒,0.55
变频器频率漂移，设定50Hz实际输出45Hz,变频器散热风扇故障，散热片温度达75℃,0.6
变频器过流跳闸，输出电流超额定30%,传感器无输出信号，接线端子接触不良,0.18
液压缸活塞杆变形，伸出时出现偏斜,继电器触点烧蚀，接触电阻增大至5Ω,0.07
轴承滚珠破损，振动频谱出现冲击峰值,轴承间隙过大，径向游隙超0.15mm,0.9
液压缸活塞杆变形，伸出时出现偏斜,液压缸压力不足，工作压力仅达额定60%,0.67
继电器接触不良，信号传输时断时续,继电器吸合不良，线圈电压正常但触点未闭合,0.61
变频器频率漂移，设定50Hz实际输出45Hz,变频器过流跳闸，输出电流超额定30%,0.61
继电器线圈烧毁，电阻值无穷大,继电器接触不良，信号传输时断时续,0.68
变频器参数紊乱，加速时间被异常修改,变频器过流跳闸，输出电流超额定30%,0.61
传感器无输出信号，接线端子接触不良,传感器数值漂移，测量值比实际值高10%,0.49
液压缸密封件损坏导致漏油，每小时泄漏5ml,液压缸活塞杆变形，伸出时出现偏斜,0.5
电机环境湿度80%时出现绝缘不良，绝缘电阻低于0.5MΩ,电机连续运行8小时后出现异响，振动值超额定20%,0.53
传感器无输出信号，接线端子接触不良,传感器数值漂移，测量值比实际值高10%,0.68
PLC通讯故障，与变频器的Modbus连接中断,PLC通讯故障，与变频器的Modbus连接中断,0.57
变频器频率漂移，设定50Hz实际输出45Hz,变频器参数紊乱，加速时间被异常修改,0.46
变频器频率漂移，设定50Hz实际输出45Hz,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.24
电机连续运行8小时后出现异响，振动值超额定20%,电机轴承润滑不足导致转速异常，输出转速波动±5%,0.63
轴承间隙过大，径向游隙超0.15mm,轴承间隙过大，径向游隙超0.15mm,0.66
离心泵空转异响，进口阀门未打开导致气蚀,离心泵流量不足，出口管路堵塞,0.46
变频器参数紊乱，加速时间被异常修改,变频器参数紊乱，加速时间被异常修改,0.4
轴承温升过高，连续运行2小时后温度达80℃,轴承温升过高，连续运行2小时后温度达80℃,0.67
轴承滚珠破损，振动频谱出现冲击峰值,轴承润滑脂干涸，出现干摩擦异响,0.89
电机轴承润滑不足导致转速异常，输出转速波动±5%,电机负载达额定120%时出现过热，绕组温度升至105℃,0.88
